text,sentiment,text_clean
voters will punish modishah for imposing incompetent monk ,-1,voters will punish modishah for imposing incompetent monk
those who crying dat modi sud take credit for sud hear these scientists ,-1,those who crying dat modi sud take credit for sud hear these scientists
that would the worst thing ever happen india will even worse than modi,-1,that would the worst thing ever happen india will even worse than modi
yes will dangerous for the country modi comes back his yrs rule has proven disaster dont want him come back destroy whatever left hence country people think about unemployment farm distress price rise then vote,-1,yes will dangerous for the country modi comes back his yrs rule has proven disaster dont want him come back destroy whatever left hence country people think about unemployment farm distress price rise then vote
one tough question could have asked modi reasons people should vote for the opposition the 2019 election ,-1,one tough question could have asked modi reasons people should vote for the opposition the 2019 election
every past and present member armed forces take note everyone who cares about the armed forces take note this how much modi cares for your lives you are just pilot project for him ाेशबचा ,-1,every past and present member armed forces take note everyone who cares about the armed forces take note this how much modi cares for your lives you are just pilot project for him ाेशबचा
agree 100 when asked about ambani modi started talking about toilets electricity for poor forcing modi answer ambani cross questioning actual data like cbdt raising the alarm decline direct taxes etc ani repeat bootlickers,-1,agree 100 when asked about ambani modi started talking about toilets electricity for poor forcing modi answer ambani cross questioning actual data like cbdt raising the alarm decline direct taxes etc ani repeat bootlickers
nehru followed indian culture very religiously but this modi behaving like stupid ,-1,nehru followed indian culture very religiously but this modi behaving like stupid
sushant sinha seems clearly that you are licking modi ‘ ass hole  trying put the blame others don’ worry continue with freaking act nonsense until the people india throw this corrupt modi out forever ,-1,sushant sinha seems clearly that you are licking modi ‘ ass hole trying put the blame others don’ worry continue with freaking act nonsense until the people india throw this corrupt modi out forever
"whats your name

whats your name

 hello whats your name

 cant you hear asking whats your name

 omg why dont you tell your name

 whats wrong with him why doesnt speak  doesnt speak journos his name modi ",-1,whats your name whats your name hello whats your name cant you hear asking whats your name omg why dont you tell your name whats wrong with him why doesnt speak doesnt speak journos his name modi
modi made false promises give job now people will make modi jobless this time bjp will defeated ,-1,modi made false promises give job now people will make modi jobless this time bjp will defeated
modi claims that loans under the mudra scheme were given women but majority these loans were only 50000 which too little sustain viable business,-1,modi claims that loans under the mudra scheme were given women but majority these loans were only 50000 which too little sustain viable business
sir could you please tell that google search engine telling the most stupid prime minister modi whats the reason behind this this very bad sir for disrespecting our shamed google,-1,sir could you please tell that google search engine telling the most stupid prime minister modi whats the reason behind this this very bad sir for disrespecting our shamed google
modi came into power may 2014 chief drdo who also member said that bosses didnt give permission for asat the question arises why modi gave permission late could have given permission 2014 why gave permission 2019 years delay,-1,modi came into power may 2014 chief drdo who also member said that bosses didnt give permission for asat the question arises why modi gave permission late could have given permission 2014 why gave permission 2019 years delay
never affirmed bakht neither hate congress but your puerile justifications deserve this only answer see how weak rahul gandhi has become that sent mani shankar aiyar pak seek isis help defeating modi masoods recent isro blooper point case,-1,never affirmed bakht neither hate congress but your puerile justifications deserve this only answer see how weak rahul gandhi has become that sent mani shankar aiyar pak seek isis help defeating modi masoods recent isro blooper point case
sorry won’ vote for sadist modi,-1,sorry won’ vote for sadist modi
the year 20132014 nero modi was give lakhs every indian the year 2019 said would give rs17 per every poor the year 2019 gandhi said would rs197 per day crore poor families between 2014 2019 lakh crore write off,-1,the year 20132014 nero modi was give lakhs every indian the year 2019 said would give rs17 per every poor the year 2019 gandhi said would rs197 per day crore poor families between 2014 2019 lakh crore write off
modi totally fake ,-1,modi totally fake
bullshit and not because modi fan but because you claim bust concerns about something that broken birth,-1,bullshit and not because modi fan but because you claim bust concerns about something that broken birth
least bothered whether modi degree original fake the one who created doubts minds everyone saying nothing happened years has not studied any india school must ,-1,least bothered whether modi degree original fake the one who created doubts minds everyone saying nothing happened years has not studied any india school must
facebook pages with names like ‘bjp all india’ and ‘phir baar modi sarkar’ circulated the fake news phir baar few weeks later ,-1,facebook pages with names like ‘bjp all india’ and ‘phir baar modi sarkar’ circulated the fake news phir baar few weeks later
since rahul gandhis only hope bring down narendra modi throw random freebie offers can someone ask how many farmers karnataka got the promised farm loan waiver since may 2018 when conjds govt came into existence you would shocked the implementation,-1,since rahul gandhis only hope bring down narendra modi throw random freebie offers can someone ask how many farmers karnataka got the promised farm loan waiver since may 2018 when conjds govt came into existence you would shocked the implementation
sympathy for them though they deserve also hope similar things happen modi shah yrs down the line,-1,sympathy for them though they deserve also hope similar things happen modi shah yrs down the line
after losing three state elections late last year and with weak farm incomes and slow jobs growth undermining his backing bjp’ traditional hindu base the north narendra modi driving hard pick support west bengal ,-1,after losing three state elections late last year and with weak farm incomes and slow jobs growth undermining his backing bjp’ traditional hindu base the north narendra modi driving hard pick support west bengal
"have seen poralis comparing everything with farmer unnecessarily though everything has separate department
but when comes anti modi groups even former judge acts like low morons unbelievable ",-1,have seen poralis comparing everything with farmer unnecessarily though everything has separate department but when comes anti modi groups even former judge acts like low morons unbelievable
one modi uses the other uses ,-1,one modi uses the other uses
"3types persons wudnt vote modi mullahshad not voted 2014 pidiswud anything for biscuits also didnt voted 2014 black marketing swines these the same persons who call demonization was disaster
all these votes are never for modi doesnt matters ",-1,3types persons wudnt vote modi mullahshad not voted 2014 pidiswud anything for biscuits also didnt voted 2014 black marketing swines these the same persons who call demonization was disaster all these votes are never for modi doesnt matters
"make india digital india
narendra modi government has taken lot initiatives directly impact the common",-1,make india digital india narendra modi government has taken lot initiatives directly impact the common
absolutely far from reality the very same evening the day when airstrike was hypedwhole day was sitting park and group 1012 old men all belonging mot well family were talking about this being false claim even bhakts not believe modis lies now,-1,absolutely far from reality the very same evening the day when airstrike was hypedwhole day was sitting park and group 1012 old men all belonging mot well family were talking about this being false claim even bhakts not believe modis lies now
here his hate for modi has made him look like national though notbut his words are making him that,-1,here his hate for modi has made him look like national though notbut his words are making him that
ram madhav bjp srinagar would like ask the regional parties who announced their candidates for elections when municipal elections were being held here they were asking people boycott they said article 35a article 370 under threat due modi govt ,-1,ram madhav bjp srinagar would like ask the regional parties who announced their candidates for elections when municipal elections were being held here they were asking people boycott they said article 35a article 370 under threat due modi govt
ே்்ோ் people must vote both dmkaiadmk lose life totally 234 mla unitedly killed tamilnadu people every district dmk playing drama fighting against aiadmk enjoying modi funds heavy funds allotted but fund spent for people welfare,-1,ே்்ோ் people must vote both dmkaiadmk lose life totally 234 mla unitedly killed tamilnadu people every district dmk playing drama fighting against aiadmk enjoying modi funds heavy funds allotted but fund spent for people welfare
exactly lets throw modi and amit shah jail bring gadkari and his men sack ravishankar prasad smriti irani kuldip sengar etc and the rest hate mongering and morally corrupt idiots and there you have better bjp the current nda going ruin india,-1,exactly lets throw modi and amit shah jail bring gadkari and his men sack ravishankar prasad smriti irani kuldip sengar etc and the rest hate mongering and morally corrupt idiots and there you have better bjp the current nda going ruin india
think you should leave them sir saari duniya jaanti hai bhakto vikrut maansikta baare mein aap kyu unko itni tawajjo rahe you proved them wrong already sharing the full video this could their tactic keep you busy and resist exposing modi govt,-1,think you should leave them sir saari duniya jaanti hai bhakto vikrut maansikta baare mein aap kyu unko itni tawajjo rahe you proved them wrong already sharing the full video this could their tactic keep you busy and resist exposing modi govt
leaving aside for the time being the idiocy this statement show modi doing shirshasana ,-1,leaving aside for the time being the idiocy this statement show modi doing shirshasana
all the parties are just blaming that bad bad one talking about growth 2014 modi talk about growth now 2019 same speech change thaveoption ,-1,all the parties are just blaming that bad bad one talking about growth 2014 modi talk about growth now 2019 same speech change thaveoption
but modi can give strong impression that nda coming 2019 might slightly affect cbn least from neutral person point view,-1,but modi can give strong impression that nda coming 2019 might slightly affect cbn least from neutral person point view
haha you are wrong would aredra modi ,-1,haha you are wrong would aredra modi
modi sab you have been working day and night but unfortunately our bjp mla arvind limabavali sleeping there proper roads water connection near doddakannelli please inform your mla work,-1,modi sab you have been working day and night but unfortunately our bjp mla arvind limabavali sleeping there proper roads water connection near doddakannelli please inform your mla work
total failure modi govt crores youth lost jobs ,-1,total failure modi govt crores youth lost jobs
dude stop making scenarios your puny mind just because few said doesnt mean you can generalize 2018 gsat6a failed launch successfully after isro lost radio contact with the satellite liberals this failure modi,-1,dude stop making scenarios your puny mind just because few said doesnt mean you can generalize 2018 gsat6a failed launch successfully after isro lost radio contact with the satellite liberals this failure modi
antifarmers procapitalist bjp mayawati attacks modi govt over sugarcane farmers’ dues why bjp not acting tough against the mill owners like the bsp government and getting all the arrears the farmers cleared she asked read ,-1,antifarmers procapitalist bjp mayawati attacks modi govt over sugarcane farmers’ dues why bjp not acting tough against the mill owners like the bsp government and getting all the arrears the farmers cleared she asked read
nirav modi will remain jail till 26th april ,-1,nirav modi will remain jail till 26th april
yes unemployed because modi failed deposit lakh into account,-1,yes unemployed because modi failed deposit lakh into account
modi doesnt understand that any nation that can launch satellite can also that very little time,-1,modi doesnt understand that any nation that can launch satellite can also that very little time
malnutrition india narendra modi and rahul gandhi’ constituencies are among the worst affected,-1,malnutrition india narendra modi and rahul gandhi’ constituencies are among the worst affected
imran khan should reexamine his jolly past with indian modi before smearing others ,-1,imran khan should reexamine his jolly past with indian modi before smearing others
just tired mean what else there know know his chest size the dress designers who dress him know the number hair follicles his head the number toes his feet what else does modi have share with ,-1,just tired mean what else there know know his chest size the dress designers who dress him know the number hair follicles his head the number toes his feet what else does modi have share with
the opposition now left with just the vacuum take its election campaigningwhere literally nothing existsits modi modi all around,-1,the opposition now left with just the vacuum take its election campaigningwhere literally nothing existsits modi modi all around
bjp candidate speaking like ali muhammad khan seems modi was following sharif model governance spent budget project his face publicity ,-1,bjp candidate speaking like ali muhammad khan seems modi was following sharif model governance spent budget project his face publicity
when nothing works fake propaganda against modi urban naxlite,-1,when nothing works fake propaganda against modi urban naxlite
what pathetic display journalism just please modi and help him building some nonsense for his election campaign anyhow what special about either f16 jf17 any other aircraft all are the assets paf and are our disposal use not dont cry,-1,what pathetic display journalism just please modi and help him building some nonsense for his election campaign anyhow what special about either f16 jf17 any other aircraft all are the assets paf and are our disposal use not dont cry
the worst performing democracy modis legacy,-1,the worst performing democracy modis legacy
see thats why military brought modi lagwa yar ispey,-1,see thats why military brought modi lagwa yar ispey
"other modi the wud ppl india verfict
though opposition all have accept him ",-1,other modi the wud ppl india verfict though opposition all have accept him
was half hoping that today’ announcement modi would’ concluded with his favorite line from star wars “may the phorce with you” sigh pop culture game not point kya modi why always disappointing peepals ,-1,was half hoping that today’ announcement modi would’ concluded with his favorite line from star wars “may the phorce with you” sigh pop culture game not point kya modi why always disappointing peepals
are moorkhu shd read properly typical blind bhaktegpetrol prices increased only5 rswhy they dont know thatcrude oil prices halved modis timewhy didnt allow the been itambani ambani amabni modi baaaaaap,-1,are moorkhu shd read properly typical blind bhaktegpetrol prices increased only5 rswhy they dont know thatcrude oil prices halved modis timewhy didnt allow the been itambani ambani amabni modi baaaaaap
"
for working middle class income tax returns are now getting easier file and refunds are arriving just few weeks under modi govt earlier people waited years for ",-1,for working middle class income tax returns are now getting easier file and refunds are arriving just few weeks under modi govt earlier people waited years for
even after considering issues will vote modi some them have been solved ignored fir your congressi corrupt rule,-1,even after considering issues will vote modi some them have been solved ignored fir your congressi corrupt rule
this really scary with much difficulty modi brought small businesses under tax bracket with nominal taxes once again pappu intends shift the burden running india onto working class this man pure evil why levy tax working employees then humne kya paap kiya,-1,this really scary with much difficulty modi brought small businesses under tax bracket with nominal taxes once again pappu intends shift the burden running india onto working class this man pure evil why levy tax working employees then humne kya paap kiya
indians have learnt live with danger for the last years under congress rule the party that unleashed the danger danger not wise vote for modi,-1,indians have learnt live with danger for the last years under congress rule the party that unleashed the danger danger not wise vote for modi
unemployment the biggest point the elections modi government fudged the statistical data unemployment and the data was hidden from public scrutiny always remember that pakora becho comment from the modi government when you vote,-1,unemployment the biggest point the elections modi government fudged the statistical data unemployment and the data was hidden from public scrutiny always remember that pakora becho comment from the modi government when you vote
indian people about narendra modi unbelievable via ,-1,indian people about narendra modi unbelievable via
seems there bull shit mindor tweets are sponsered mastersi common man never got affected demonitizationalso whose regime nirav modi was given loan mallya some research sirf boot licking zindagi beete ,-1,seems there bull shit mindor tweets are sponsered mastersi common man never got affected demonitizationalso whose regime nirav modi was given loan mallya some research sirf boot licking zindagi beete
why election commission bothered bollywood movie there are many real deal with because loser went crying them wow they even hate fictional modi pathetic ,-1,why election commission bothered bollywood movie there are many real deal with because loser went crying them wow they even hate fictional modi pathetic
your question ridiculous like ask you you like anal sex may not your fault may modi bhakt ask you all the time they may also ask you are patriotic both are very offensive questions pakistan,-1,your question ridiculous like ask you you like anal sex may not your fault may modi bhakt ask you all the time they may also ask you are patriotic both are very offensive questions pakistan
"valuations claimed are always questionable modi quoting just save face his government everyone knows that nothing tangible can recovered
btw lalit modi says are clowns ",-1,valuations claimed are always questionable modi quoting just save face his government everyone knows that nothing tangible can recovered btw lalit modi says are clowns
"what pakistan couldnt india modi has done divided hate
sad see the future india going towards this neighbour
india has great potential was chanelising its energies towards succesful country but economic statistics dont matter when breed such nation",-1,what pakistan couldnt india modi has done divided hate sad see the future india going towards this neighbour india has great potential was chanelising its energies towards succesful country but economic statistics dont matter when breed such nation
old news but sometimes you have agree with former prime minister the lutyens gang has always ridiculed the leaders with humble background and their determined spread fake news modi govt that does not get second term ,-1,old news but sometimes you have agree with former prime minister the lutyens gang has always ridiculed the leaders with humble background and their determined spread fake news modi govt that does not get second term
create panic corrupt opposition leaders why they want remove modi because their corruption ,-1,create panic corrupt opposition leaders why they want remove modi because their corruption
well the fact understands everything hes not fool but then his hatred for modi intensehe doesnt mind being self projected idiot,-1,well the fact understands everything hes not fool but then his hatred for modi intensehe doesnt mind being self projected idiot
mental google searchcheck see all modi speech videos all channels you tube,-1,mental google searchcheck see all modi speech videos all channels you tube
what pulwama attack modi let’ have few educated and knowledgeable person campaign for bjp ,-1,what pulwama attack modi let’ have few educated and knowledgeable person campaign for bjp
makes sense now that modi fan girlsame narrow views,-1,makes sense now that modi fan girlsame narrow views
whatever anti nationals anyway not going vote for bjp the present scenario whoever against modi minds people thinks they corrupt also journalists hav lost the credibility and all biased dam with guys disgrace this profession,-1,whatever anti nationals anyway not going vote for bjp the present scenario whoever against modi minds people thinks they corrupt also journalists hav lost the credibility and all biased dam with guys disgrace this profession
this fake claim modi didnt say would give lakhs each person this similar the lie that modi said priyanka was like his daughter interview clearly showed had not said this,-1,this fake claim modi didnt say would give lakhs each person this similar the lie that modi said priyanka was like his daughter interview clearly showed had not said this
"modi and his bhakths are obsessed with that some third party will whack the seats
this was supposed behind the bars could paying for his dual undeclated citizenship",-1,modi and his bhakths are obsessed with that some third party will whack the seats this was supposed behind the bars could paying for his dual undeclated citizenship
assam rest northeast suffering from infiltration due cong policies modi ⚡baramulla⚡ ,-1,assam rest northeast suffering from infiltration due cong policies modi ⚡baramulla⚡
serious question the run the polls what’ the opposition’ pitch why should vote for you “anyone but modi” not valid argument,-1,serious question the run the polls what’ the opposition’ pitch why should vote for you “anyone but modi” not valid argument
modi address the nation mitron half india faints thinking what happened last time addressed the nation,-1,modi address the nation mitron half india faints thinking what happened last time addressed the nation
election tracker updates prime minister remembers late singer bhupen hazarika his speech follow updates ,-1,election tracker updates prime minister remembers late singer bhupen hazarika his speech follow updates
blood bath can also due release narendra modi film multiple languages,-1,blood bath can also due release narendra modi film multiple languages
editor congress mouthpiece makes transphobic comment target modi disgusting bitch ,-1,editor congress mouthpiece makes transphobic comment target modi disgusting bitch
want learn please not far just observe our ,-1,want learn please not far just observe our
"modi govt trying drag sonia gandhi into agusta net news today with rajdeep source youtube via dailyhunt download now
",-1,modi govt trying drag sonia gandhi into agusta net news today with rajdeep source youtube via dailyhunt download now
baba please keep your horrible calculations yourself happy with modi ,-1,baba please keep your horrible calculations yourself happy with modi
somehow the same story repeats the name kanhaiya kumar think the same happened least once before remember narendra modi also has humble beginnings,-1,somehow the same story repeats the name kanhaiya kumar think the same happened least once before remember narendra modi also has humble beginnings
already checked the facts the things are clear that only few haters want stop modi they are just talking base less fact,-1,already checked the facts the things are clear that only few haters want stop modi they are just talking base less fact
fake stories before the elections wont help modi win losing and very badly,-1,fake stories before the elections wont help modi win losing and very badly
the announcement theatre modi perhaps forgot clarify this aspect starting asat missile that was started during mms tenure everybody anxious know what made modi create this announcement theatre when this project was started upa regime ,-1,the announcement theatre modi perhaps forgot clarify this aspect starting asat missile that was started during mms tenure everybody anxious know what made modi create this announcement theatre when this project was started upa regime
modi govt straightened everything that was fake like fake companies fake ngos etc black money recovered certain extentwork still going very very hectic gruelling ,-1,modi govt straightened everything that was fake like fake companies fake ngos etc black money recovered certain extentwork still going very very hectic gruelling
meanwhile one lady cop shot dead punjab due modi,-1,meanwhile one lady cop shot dead punjab due modi
"bjp modi start policy prog sham scam proven
modi startup total failure most start gone bankrupt not enough capital poorly structured
weak mngmnt
poor research prodservice not conducive for mrkt
promoters unprepared
modi refuses accountability ",-1,bjp modi start policy prog sham scam proven modi startup total failure most start gone bankrupt not enough capital poorly structured weak mngmnt poor research prodservice not conducive for mrkt promoters unprepared modi refuses accountability
most villagers tigaon haryana were unaware that their village was supposed have wifi under those who knew were frustrated its failed promise made modi bring internet connectivity every citizen rural india ,-1,most villagers tigaon haryana were unaware that their village was supposed have wifi under those who knew were frustrated its failed promise made modi bring internet connectivity every citizen rural india
bad luck for that not ,-1,bad luck for that not
corruption was their then why none them are found guilty and thrown behind the bars india lost more money spectrum under bjp you know what happened coal gate cwg shiela dixit became governor thanks modi and got immunity,-1,corruption was their then why none them are found guilty and thrown behind the bars india lost more money spectrum under bjp you know what happened coal gate cwg shiela dixit became governor thanks modi and got immunity
every member that involved lynching affiliated the oversaw the gujarat pogroms 2002 has said dig dead muslim women and rape them where was your outrage then ,-1,every member that involved lynching affiliated the oversaw the gujarat pogroms 2002 has said dig dead muslim women and rape them where was your outrage then
still think one last thing from narendra modi due that one last announcement still due targeted hindi heartland,-1,still think one last thing from narendra modi due that one last announcement still due targeted hindi heartland
because anybody can easily understand that playing shows support modi and bjp only you are very very dangerous for our country,-1,because anybody can easily understand that playing shows support modi and bjp only you are very very dangerous for our country
hope one gets trapped his lies aznd vote for modi,-1,hope one gets trapped his lies aznd vote for modi
uttarakhand bjp govt clueless useless bas modi naam par inko vote mil rahe ,-1,uttarakhand bjp govt clueless useless bas modi naam par inko vote mil rahe
there differencemodi never saidgoverment will transfer lac everyone accountit was message about black money total calculation,-1,there differencemodi never saidgoverment will transfer lac everyone accountit was message about black money total calculation
the chinese one created much more debris and was scolded the world kept environment mind dont insult drdo just because you hate modi,-1,the chinese one created much more debris and was scolded the world kept environment mind dont insult drdo just because you hate modi
contrary other pakistanis let bit stupid and say nobody pakistani establishment want modi lose,-1,contrary other pakistanis let bit stupid and say nobody pakistani establishment want modi lose
the goal not clear confusion goal drop hint that will translated rural folks poor that congress will give them moneymonth modi did last time congress trying repeat the same lets seehowthis play out bjp cant play high morale they just paid 6000 ,-1,the goal not clear confusion goal drop hint that will translated rural folks poor that congress will give them moneymonth modi did last time congress trying repeat the same lets seehowthis play out bjp cant play high morale they just paid 6000
said mcc violation over announcement troubled father saying only foolish govt discloses defence secrets arre sir modi did not give away details the missile but your owner raga keeps giving away rafale price who foolish,-1,said mcc violation over announcement troubled father saying only foolish govt discloses defence secrets arre sir modi did not give away details the missile but your owner raga keeps giving away rafale price who foolish
manmohan singh was internally unhappy with sonia gandhi did not like take credit for space war passed modi take credit in2019,-1,manmohan singh was internally unhappy with sonia gandhi did not like take credit for space war passed modi take credit in2019
people were stupid enough vote modi for lakhs 2014 ,-1,people were stupid enough vote modi for lakhs 2014
modi govt breaks all records fakery the govt has made india circus prpognda lies fake news jumlas the bjp has lied jobs gdp emplymnt ecnmc ctuation bscly just ab8 evrythng the media has plyd very cgnfcnt role circus,-1,modi govt breaks all records fakery the govt has made india circus prpognda lies fake news jumlas the bjp has lied jobs gdp emplymnt ecnmc ctuation bscly just ab8 evrythng the media has plyd very cgnfcnt role circus
prime minister narendra modi attacks the previous led government says its leaders indulged corruption and kept personal interests above national interests ,-1,prime minister narendra modi attacks the previous led government says its leaders indulged corruption and kept personal interests above national interests
"this also saw the modi govt work year which opposition specially congress not find anything base that they claim return back power opposition not only leader less but also issue less they have not vision for india
72k over end above current subsidy",-1,this also saw the modi govt work year which opposition specially congress not find anything base that they claim return back power opposition not only leader less but also issue less they have not vision for india 72k over end above current subsidy
its knowledge and observation that indians are zealots ignorantsright wrong modi stronghug nawaz sharif issues destroy forests balakot and kill crows still modi greatshame modi for using armed forces for electoral gains,-1,its knowledge and observation that indians are zealots ignorantsright wrong modi stronghug nawaz sharif issues destroy forests balakot and kill crows still modi greatshame modi for using armed forces for electoral gains
does the congress thinks indians are idiots this age twitter and facebook modi has provided internet our finger tips ,-1,does the congress thinks indians are idiots this age twitter and facebook modi has provided internet our finger tips
careless government bankers will not support modi election,-1,careless government bankers will not support modi election
bhakts are angry that you didnt wish modi even worldtheatreday,-1,bhakts are angry that you didnt wish modi even worldtheatreday
khabees modi will killed soon shaa allah will lose election badly neither muslims sikhs and sensible hindus will vote him due his terrorist activities kashmir and india congress will form government with alliance ,-1,khabees modi will killed soon shaa allah will lose election badly neither muslims sikhs and sensible hindus will vote him due his terrorist activities kashmir and india congress will form government with alliance
india should renew modis tenure for his second round reforms ⁦ ,-1,india should renew modis tenure for his second round reforms ⁦
modi fans suffer from severe inferiority complex modis fake machismo compensates their inadequacy suppose,-1,modi fans suffer from severe inferiority complex modis fake machismo compensates their inadequacy suppose
why doesnt coward modi arrest them ,-1,why doesnt coward modi arrest them
please dont forget remove fakendra modis fake failure shameless incompetent corrupt nautankiwaj coward fearful makkar government and please bring the great congress and the best rahul gandhi would next india,-1,please dont forget remove fakendra modis fake failure shameless incompetent corrupt nautankiwaj coward fearful makkar government and please bring the great congress and the best rahul gandhi would next india
"you have tongue and throat still modi
just use the words
black money
demonitization
gst crore employment
during your campaign guts56
talking abt pak sattilite
not ashamed
drdo f16 cong products
why affixing modi lable sanghis",-1,you have tongue and throat still modi just use the words black money demonitization gst crore employment during your campaign guts56 talking abt pak sattilite not ashamed drdo f16 cong products why affixing modi lable sanghis
amartya sen hits out modi govt says india has taken quantum jump wrong direction since 2014 via ,-1,amartya sen hits out modi govt says india has taken quantum jump wrong direction since 2014 via
sorry any hurt this video but post karna jrrori tha kyunki desh bada kuch nhi hota desh rhega sab rahenghe support modi vision for rising india see only future new generation support heart jai hind ,-1,sorry any hurt this video but post karna jrrori tha kyunki desh bada kuch nhi hota desh rhega sab rahenghe support modi vision for rising india see only future new generation support heart jai hind
nirav modi case judge says find substantial grounds fear nirav modi may fail surrender ,-1,nirav modi case judge says find substantial grounds fear nirav modi may fail surrender
this the real modi hope you trust your partners least ,-1,this the real modi hope you trust your partners least
have seen this report and doubtful modi bcz election comming ,-1,have seen this report and doubtful modi bcz election comming
when modi announced 6000 for farmers with upto hectares land you chowkiders didnt say anything now rahul offered 6000 you got angry ,-1,when modi announced 6000 for farmers with upto hectares land you chowkiders didnt say anything now rahul offered 6000 you got angry
shot down live low orbit trolls ,-1,shot down live low orbit trolls
"modi now chaiwala
chowkidar
fakeer messiah
saint
salesman
scientist everything other than prime minister",-1,modi now chaiwala chowkidar fakeer messiah saint salesman scientist everything other than prime minister
"poor adani
poor ambani
jaitley calls rahul gandhi’ income promise ‘bluff’ says modi has already given more poor ",-1,poor adani poor ambani jaitley calls rahul gandhi’ income promise ‘bluff’ says modi has already given more poor
when you half wished will modi give away the got ending who going sit the iron throne ,-1,when you half wished will modi give away the got ending who going sit the iron throne
for india prepares hold the world’ biggest election next month modis face beams down from government websites billboards advertising welfare programs fullpage newspaper ads and shows that livebroadcast his speeches ,-1,for india prepares hold the world’ biggest election next month modis face beams down from government websites billboards advertising welfare programs fullpage newspaper ads and shows that livebroadcast his speeches
arnab republic interview modi keeps little hole open for mayamanmta but not for babu ,-1,arnab republic interview modi keeps little hole open for mayamanmta but not for babu
ashutosh not all mental slave family modi unbeatable from anywhere india,-1,ashutosh not all mental slave family modi unbeatable from anywhere india
yeah thats true but for that they need nirav modi and chowksi once they extradite india game over for and chidambaram for that need modi only will extradite them india otherwise congress and others will nothing,-1,yeah thats true but for that they need nirav modi and chowksi once they extradite india game over for and chidambaram for that need modi only will extradite them india otherwise congress and others will nothing
senior bjp leader said “this way treat our founders they are literally being thrown out modi and shah have set dangerous precedent and they will face the same treatment later”,-1,senior bjp leader said “this way treat our founders they are literally being thrown out modi and shah have set dangerous precedent and they will face the same treatment later”
everybody asking abhinandan kab aayega means care about our soldiers think about them and dont want our soldiers die the hands enemy but modi and his dumb bhakts are like you anti national why you question the govt pakistan,-1,everybody asking abhinandan kab aayega means care about our soldiers think about them and dont want our soldiers die the hands enemy but modi and his dumb bhakts are like you anti national why you question the govt pakistan
doesn’ make sense nehru got raw nation which had nothing had the opportunity build everything the relevant point that upa didn’ give green signal for reasons known them modi gave green signal,-1,doesn’ make sense nehru got raw nation which had nothing had the opportunity build everything the relevant point that upa didn’ give green signal for reasons known them modi gave green signal
just congrahul keeps chanting choukidar jibe bjp modi shd keep shouting loudly indiaspace mission and surgical strike till they become mad lose senseswait some more deafening news are going come before may 19th they run away from country before results,-1,just congrahul keeps chanting choukidar jibe bjp modi shd keep shouting loudly indiaspace mission and surgical strike till they become mad lose senseswait some more deafening news are going come before may 19th they run away from country before results
modi just won around less voter share which obviously means there are people who dont vote for him out crore indians you showed one guy and want paint pan india,-1,modi just won around less voter share which obviously means there are people who dont vote for him out crore indians you showed one guy and want paint pan india
educated know very well about also know the present situation public after modi worst decision note bandi which was just jumla bring back black money here 100 citizen indian will stand with rebuild  ,-1,educated know very well about also know the present situation public after modi worst decision note bandi which was just jumla bring back black money here 100 citizen indian will stand with rebuild
"didnt have look tht booklet
but can assure you what they have written
1modi bad for 2modi hard for modi bad for rahul gandhi
modi bad for congress",-1,didnt have look tht booklet but can assure you what they have written 1modi bad for 2modi hard for modi bad for rahul gandhi modi bad for congress
modi your are the best till dateyou have the courage like netaji subhash chander bose and strategy like sardar patel not focus idiots and called dumb oppositions country above all jai bharat,-1,modi your are the best till dateyou have the courage like netaji subhash chander bose and strategy like sardar patel not focus idiots and called dumb oppositions country above all jai bharat
the central government has already conducted assessment security cover given prisoners the arthur road jail and its findings conveyed the court ,-1,the central government has already conducted assessment security cover given prisoners the arthur road jail and its findings conveyed the court
"ramayana recurrences 2019 identical ravana sena
cannot strive due strife within clan frontrunner lack doctrine and finally catastrophe ",-1,ramayana recurrences 2019 identical ravana sena cannot strive due strife within clan frontrunner lack doctrine and finally catastrophe
bjp fighting make inroads into west bengal for mamata banerjee defeating modi’ challenge vital cement her power base and bolster her image possible future prime minister ,-1,bjp fighting make inroads into west bengal for mamata banerjee defeating modi’ challenge vital cement her power base and bolster her image possible future prime minister
modi responsible for total failure protect army jawans kashmir policy mess violence bluff strike aimed fooling hindu voters for 2019 election target were non military casualties zero damage trees govt failure ,-1,modi responsible for total failure protect army jawans kashmir policy mess violence bluff strike aimed fooling hindu voters for 2019 election target were non military casualties zero damage trees govt failure
when you can fall for modi due marketing textbook adjectives propogated having meeting train far more influential idiot,-1,when you can fall for modi due marketing textbook adjectives propogated having meeting train far more influential idiot
yeahhe need voceferos about modi and amit shah company who bring bad name for country,-1,yeahhe need voceferos about modi and amit shah company who bring bad name for country
who was attacking modi everyday allows tainted leader and former telecom minister sukh ram rejoin his grandson given seat contest ,-1,who was attacking modi everyday allows tainted leader and former telecom minister sukh ram rejoin his grandson given seat contest
body can dare annoy rajnath singhmodi sahib playing with afs reminds one nehru before 1962 let down indian lost 40000 ladakh and 90000 now china claiming arunachal nehru died broken man ,-1,body can dare annoy rajnath singhmodi sahib playing with afs reminds one nehru before 1962 let down indian lost 40000 ladakh and 90000 now china claiming arunachal nehru died broken man
modi destroying satellite space speaks ,-1,modi destroying satellite space speaks
